coef_d	feat_d	coef_r	feat_r	section	model	acc_d	acc_r	acc_all	recall	f1	support
-1.29133	climate	3.39402	stopact	2017_1q	SGDClassifier	0.75	0.76	0.75	0.75	0.74	19906
-1.28986	cuts	3.37688	northdakota	2017_1q	SGDClassifier	0.75	0.76	0.75	0.75	0.74	19906
-1.27081	highered	3.3731	tour	2017_1q	SGDClassifier	0.75	0.76	0.75	0.75	0.74	19906
-1.26122	murray	3.35034	blue	2017_1q	SGDClassifier	0.75	0.76	0.75	0.75	0.74	19906
-1.25415	acaworks	3.34057	ukraine	2017_1q	SGDClassifier	0.75	0.76	0.75	0.75	0.74	19906
-1.24662	affordable	3.21284	mcconnell	2017_1q	SGDClassifier	0.75	0.76	0.75	0.75	0.74	19906
-1.22637	families	3.18891	congratulations	2017_1q	SGDClassifier	0.75	0.76	0.75	0.75	0.74	19906
-1.2201	wa	3.16011	tcot	2017_1q	SGDClassifier	0.75	0.76	0.75	0.75	0.74	19906
-1.21761	sessions	3.11249	ga12	2017_1q	SGDClassifier	0.75	0.76	0.75	0.75	0.74	19906
-1.18633	fight	3.09708	scalia	2017_1q	SGDClassifier	0.75	0.76	0.75	0.75	0.74	19906
-1.15277	blackhistorymonth	3.09689	bipartisanroadtrip	2017_1q	SGDClassifier	0.75	0.76	0.75	0.75	0.74	19906
-1.15178	hasc	3.071	pleased	2017_1q	SGDClassifier	0.75	0.76	0.75	0.75	0.74	19906
-1.15035	thanksobama	3.06988	cornyn	2017_1q	SGDClassifier	0.75	0.76	0.75	0.75	0.74	19906
-1.12367	climatechange	3.06213	gorsuch	2017_1q	SGDClassifier	0.75	0.76	0.75	0.75	0.74	19906
-1.10423	paymoreforless	2.98271	hsgac	2017_1q	SGDClassifier	0.75	0.76	0.75	0.75	0.74	19906
-1.09634	medicare	2.96186	nv	2017_1q	SGDClassifier	0.75	0.76	0.75	0.75	0.74	19906
-1.09627	guest	2.94644	great	2017_1q	SGDClassifier	0.75	0.76	0.75	0.75	0.74	19906
-3.87442	trumpcare	4.81014	obamacare	2017_1q	SGDClassifier	0.79	0.77	0.78	0.78	0.77	19906
-2.73166	aca	2.87955	praying	2017_1q	SGDClassifier	0.79	0.77	0.78	0.78	0.77	19906
-2.66278	trump	2.78882	hatch	2017_1q	SGDClassifier	0.79	0.77	0.78	0.78	0.77	19906
-2.47	az01	2.76621	alexander	2017_1q	SGDClassifier	0.79	0.77	0.78	0.78	0.77	19906
-2.43382	gop	2.64143	ia03	2017_1q	SGDClassifier	0.79	0.77	0.78	0.78	0.77	19906
-2.22198	fl07	2.58217	enjoyed	2017_1q	SGDClassifier	0.79	0.77	0.78	0.78	0.77	19906
-2.19865	ranking	2.57424	iran	2017_1q	SGDClassifier	0.79	0.77	0.78	0.78	0.77	19906
-2.03421	muslimban	2.55849	ohio	2017_1q	SGDClassifier	0.79	0.77	0.78	0.78	0.77	19906
-2.02497	lieu	2.55332	regulations	2017_1q	SGDClassifier	0.79	0.77	0.78	0.78	0.77	19906
-1.9578	nevada	2.45248	prolife	2017_1q	SGDClassifier	0.79	0.77	0.78	0.78	0.77	19906
-1.85721	protectourcare	2.434	iowa	2017_1q	SGDClassifier	0.79	0.77	0.78	0.78	0.77	19906
-1.80932	publiclands	2.41635	israel	2017_1q	SGDClassifier	0.79	0.77	0.78	0.78	0.77	19906
-1.78568	womensmarch	2.39466	mn02	2017_1q	SGDClassifier	0.79	0.77	0.78	0.78	0.77	19906
-1.7744	immigrants	2.2957	az05	2017_1q	SGDClassifier	0.79	0.77	0.78	0.78	0.77	19906
-1.77102	republicans	2.27549	county	2017_1q	SGDClassifier	0.79	0.77	0.78	0.78	0.77	19906
-1.76077	women	2.26093	fl18	2017_1q	SGDClassifier	0.79	0.77	0.78	0.78	0.77	19906
-1.65558	nobannowall	2.25465	repealandreplace	2017_1q	SGDClassifier	0.79	0.77	0.78	0.78	0.77	19906
-1.5753	trumprussia	2.24997	chibokgirls	2017_1q	SGDClassifier	0.79	0.77	0.78	0.78	0.77	19906
-1.56351	flynn	2.23959	kentucky	2017_1q	SGDClassifier	0.79	0.77	0.78	0.78	0.77	19906
-1.50626	nv04	2.20011	great	2017_1q	SGDClassifier	0.79	0.77	0.78	0.78	0.77	19906
-1.5058	trumpcuts	2.1907	congratulations	2017_1q	SGDClassifier	0.79	0.77	0.78	0.78	0.77	19906
-1.50256	cuts	2.18595	ny22	2017_1q	SGDClassifier	0.79	0.77	0.78	0.78	0.77	19906
-1.49026	mlk	2.17254	arkansas	2017_1q	SGDClassifier	0.79	0.77	0.78	0.78	0.77	19906
-1.45993	nunes	2.17076	marchforlife	2017_1q	SGDClassifier	0.79	0.77	0.78	0.78	0.77	19906
-1.44411	fight	2.16881	tele	2017_1q	SGDClassifier	0.79	0.77	0.78	0.78	0.77	19906
-1.4254	affordable	2.12878	ne02	2017_1q	SGDClassifier	0.79	0.77	0.78	0.78	0.77	19906
-1.42167	sessions	2.11404	tour	2017_1q	SGDClassifier	0.79	0.77	0.78	0.78	0.77	19906
-1.41982	nh	2.10983	gorsuch	2017_1q	SGDClassifier	0.79	0.77	0.78	0.78	0.77	19906
-1.41538	thanksobama	2.10112	mcconnell	2017_1q	SGDClassifier	0.79	0.77	0.78	0.78	0.77	19906
-1.41409	workers	2.08584	wotus	2017_1q	SGDClassifier	0.79	0.77	0.78	0.78	0.77	19906
-1.39759	guest	2.06054	obama	2017_1q	SGDClassifier	0.79	0.77	0.78	0.78	0.77	19906
-1.39003	ice	2.05817	ia01	2017_1q	SGDClassifier	0.79	0.77	0.78	0.78	0.77	19906
-1.38838	immigrant	1.99491	tune	2017_1q	SGDClassifier	0.79	0.77	0.78	0.78	0.77	19906
-1.38678	getcovered	1.97389	northdakota	2017_1q	SGDClassifier	0.79	0.77	0.78	0.78	0.77	19906
-1.36758	md	1.94245	reform	2017_1q	SGDClassifier	0.79	0.77	0.78	0.78	0.77	19906
-1.35816	hasc	1.94071	maga	2017_1q	SGDClassifier	0.79	0.77	0.78	0.78	0.77	19906
-1.35655	climate	1.93426	military	2017_1q	SGDClassifier	0.79	0.77	0.78	0.78	0.77	19906
-1.35269	families	1.93282	inauguration2017	2017_1q	SGDClassifier	0.79	0.77	0.78	0.78	0.77	19906
-1.34999	climatechange	1.92461	regs	2017_1q	SGDClassifier	0.79	0.77	0.78	0.78	0.77	19906
-1.30937	medicare	1.92182	pleased	2017_1q	SGDClassifier	0.79	0.77	0.78	0.78	0.77	19906
-1.30739	murray	1.88451	week	2017_1q	SGDClassifier	0.79	0.77	0.78	0.78	0.77	19906
-1.29697	wall	1.88444	senate	2017_1q	SGDClassifier	0.79	0.77	0.78	0.78	0.77	19906
-1.27912	public	1.87818	nv	2017_1q	SGDClassifier	0.79	0.77	0.78	0.78	0.77	19906
-1.27217	paymoreforless	1.87469	scalia	2017_1q	SGDClassifier	0.79	0.77	0.78	0.78	0.77	19906
-1.26877	opposition	1.85941	code	2017_1q	SGDClassifier	0.79	0.77	0.78	0.78	0.77	19906
-1.25901	ban	1.85536	stopact	2017_1q	SGDClassifier	0.79	0.77	0.78	0.78	0.77	19906
-1.23565	wa	1.83659	confirmgorsuch	2017_1q	SGDClassifier	0.79	0.77	0.78	0.78	0.77	19906
-1.2315	oppose	1.82152	god	2017_1q	SGDClassifier	0.79	0.77	0.78	0.78	0.77	19906
-1.21425	acaworks	1.79078	jointaddress	2017_1q	SGDClassifier	0.79	0.77	0.78	0.78	0.77	19906
-1.20156	smallbiz	1.76852	sd	2017_1q	SGDClassifier	0.79	0.77	0.78	0.78	0.77	19906
-15.41639	40	-5.09189	today	2017_1q	MultinomialNB	0.82	0.75	0.8	0.8	0.8	19906
-15.41639	78	-5.17112	great	2017_1q	MultinomialNB	0.82	0.75	0.8	0.8	0.8	19906
-15.41639	00am	-5.45633	obamacare	2017_1q	MultinomialNB	0.82	0.75	0.8	0.8	0.8	19906
-15.41639	13	-5.61683	thanks	2017_1q	MultinomialNB	0.82	0.75	0.8	0.8	0.8	19906
-15.41639	139	-5.67484	thank	2017_1q	MultinomialNB	0.82	0.75	0.8	0.8	0.8	19906
-15.41639	15	-5.73739	tune	2017_1q	MultinomialNB	0.82	0.75	0.8	0.8	0.8	19906
-15.41639	20	-5.77418	work	2017_1q	MultinomialNB	0.82	0.75	0.8	0.8	0.8	19906
-15.41639	36	-5.81879	house	2017_1q	MultinomialNB	0.82	0.75	0.8	0.8	0.8	19906
-15.41639	40	-5.86952	live	2017_1q	MultinomialNB	0.82	0.75	0.8	0.8	0.8	19906
-15.41639	44	-5.88379	health	2017_1q	MultinomialNB	0.82	0.75	0.8	0.8	0.8	19906
-15.41639	50	-5.8909	care	2017_1q	MultinomialNB	0.82	0.75	0.8	0.8	0.8	19906
-15.41639	505	-5.90313	congress	2017_1q	MultinomialNB	0.82	0.75	0.8	0.8	0.8	19906
-15.41639	56	-5.93914	discuss	2017_1q	MultinomialNB	0.82	0.75	0.8	0.8	0.8	19906
-15.41639	606	-5.95184	week	2017_1q	MultinomialNB	0.82	0.75	0.8	0.8	0.8	19906
-15.41639	73	-5.9762	watch	2017_1q	MultinomialNB	0.82	0.75	0.8	0.8	0.8	19906
-15.41639	75	-5.98178	statement	2017_1q	MultinomialNB	0.82	0.75	0.8	0.8	0.8	19906
-15.41639	77	-5.98893	meeting	2017_1q	MultinomialNB	0.82	0.75	0.8	0.8	0.8	19906
-15.41639	78	-5.99944	forward	2017_1q	MultinomialNB	0.82	0.75	0.8	0.8	0.8	19906
-15.41639	90	-6.0032	support	2017_1q	MultinomialNB	0.82	0.75	0.8	0.8	0.8	19906
-15.41639	0transparency	-6.00792	act	2017_1q	MultinomialNB	0.82	0.75	0.8	0.8	0.8	19906
-15.41639	100andcounting	-6.01247	happy	2017_1q	MultinomialNB	0.82	0.75	0.8	0.8	0.8	19906
-15.41639	100a??osciudadan?¡a	-6.01415	office	2017_1q	MultinomialNB	0.82	0.75	0.8	0.8	0.8	19906
-15.41639	100by50	-6.01922	hearing	2017_1q	MultinomialNB	0.82	0.75	0.8	0.8	0.8	19906
-15.41639	100mill	-6.0231	gorsuch	2017_1q	MultinomialNB	0.82	0.75	0.8	0.8	0.8	19906
-15.41639	103	-6.04135	day	2017_1q	MultinomialNB	0.82	0.75	0.8	0.8	0.8	19906
-15.41639	104	-6.04714	morning	2017_1q	MultinomialNB	0.82	0.75	0.8	0.8	0.8	19906
-15.41639	105mil	-6.0483	new	2017_1q	MultinomialNB	0.82	0.75	0.8	0.8	0.8	19906
-15.41639	106th	-6.0596	senate	2017_1q	MultinomialNB	0.82	0.75	0.8	0.8	0.8	19906
-15.41639	109	-6.06266	president	2017_1q	MultinomialNB	0.82	0.75	0.8	0.8	0.8	19906
-15.41639	10a	-6.06326	american	2017_1q	MultinomialNB	0.82	0.75	0.8	0.8	0.8	19906
-15.41639	10ampt	-6.0805	good	2017_1q	MultinomialNB	0.82	0.75	0.8	0.8	0.8	19906
-15.41639	10b	-6.08284	read	2017_1q	MultinomialNB	0.82	0.75	0.8	0.8	0.8	19906
-15.41639	10k	-6.1045	proud	2017_1q	MultinomialNB	0.82	0.75	0.8	0.8	0.8	19906
-15.41639	10m	-6.11849	help	2017_1q	MultinomialNB	0.82	0.75	0.8	0.8	0.8	19906
-15.41639	10x	-6.17585	time	2017_1q	MultinomialNB	0.82	0.75	0.8	0.8	0.8	19906
-15.41639	110	-6.27005	icymi	2017_1q	MultinomialNB	0.82	0.75	0.8	0.8	0.8	19906
-15.41639	114	-6.28534	working	2017_1q	MultinomialNB	0.82	0.75	0.8	0.8	0.8	19906
-15.41639	114thcongress	-6.29026	people	2017_1q	MultinomialNB	0.82	0.75	0.8	0.8	0.8	19906
-15.41639	115	-6.32377	important	2017_1q	MultinomialNB	0.82	0.75	0.8	0.8	0.8	19906
-15.41639	117b	-6.36178	judge	2017_1q	MultinomialNB	0.82	0.75	0.8	0.8	0.8	19906
-15.41639	118	-6.37972	repeal	2017_1q	MultinomialNB	0.82	0.75	0.8	0.8	0.8	19906
-15.41639	11mill	-6.39427	veterans	2017_1q	MultinomialNB	0.82	0.75	0.8	0.8	0.8	19906
-15.41639	120	-6.39541	tonight	2017_1q	MultinomialNB	0.82	0.75	0.8	0.8	0.8	19906
-15.41639	120million	-6.40193	scotus	2017_1q	MultinomialNB	0.82	0.75	0.8	0.8	0.8	19906
-15.41639	120th	-6.41619	reform	2017_1q	MultinomialNB	0.82	0.75	0.8	0.8	0.8	19906
-15.41639	122	-6.4441	join	2017_1q	MultinomialNB	0.82	0.75	0.8	0.8	0.8	19906
-15.41639	124th	-6.46183	enjoyed	2017_1q	MultinomialNB	0.82	0.75	0.8	0.8	0.8	19906
-15.41639	125	-6.47438	talk	2017_1q	MultinomialNB	0.82	0.75	0.8	0.8	0.8	19906
-15.41639	1259	-6.48076	congratulations	2017_1q	MultinomialNB	0.82	0.75	0.8	0.8	0.8	19906
-15.41639	125b	-6.49098	honor	2017_1q	MultinomialNB	0.82	0.75	0.8	0.8	0.8	19906
-14.38395	40	-2.32521	today	2017_1q	BernoulliNB	0.86	0.72	0.8	0.8	0.8	19906
-14.38395	78	-2.59718	great	2017_1q	BernoulliNB	0.86	0.72	0.8	0.8	0.8	19906
-14.38395	00am	-3.09791	obamacare	2017_1q	BernoulliNB	0.86	0.72	0.8	0.8	0.8	19906
-14.38395	13	-3.25373	work	2017_1q	BernoulliNB	0.86	0.72	0.8	0.8	0.8	19906
-14.38395	139	-3.26109	house	2017_1q	BernoulliNB	0.86	0.72	0.8	0.8	0.8	19906
-14.38395	15	-3.27597	health	2017_1q	BernoulliNB	0.86	0.72	0.8	0.8	0.8	19906
-14.38395	20	-3.31886	care	2017_1q	BernoulliNB	0.86	0.72	0.8	0.8	0.8	19906
-14.38395	36	-3.33622	thanks	2017_1q	BernoulliNB	0.86	0.72	0.8	0.8	0.8	19906
-14.38395	40	-3.44904	congress	2017_1q	BernoulliNB	0.86	0.72	0.8	0.8	0.8	19906
-14.38395	44	-3.47797	thank	2017_1q	BernoulliNB	0.86	0.72	0.8	0.8	0.8	19906
-14.38395	50	-3.50777	new	2017_1q	BernoulliNB	0.86	0.72	0.8	0.8	0.8	19906
-14.38395	505	-3.52878	discuss	2017_1q	BernoulliNB	0.86	0.72	0.8	0.8	0.8	19906
-14.38395	56	-3.53459	act	2017_1q	BernoulliNB	0.86	0.72	0.8	0.8	0.8	19906
-14.38395	606	-3.54435	week	2017_1q	BernoulliNB	0.86	0.72	0.8	0.8	0.8	19906
-14.38395	73	-3.55618	support	2017_1q	BernoulliNB	0.86	0.72	0.8	0.8	0.8	19906
-14.38395	75	-3.57218	american	2017_1q	BernoulliNB	0.86	0.72	0.8	0.8	0.8	19906
-14.38395	77	-3.5742	office	2017_1q	BernoulliNB	0.86	0.72	0.8	0.8	0.8	19906
-14.38395	78	-3.57825	president	2017_1q	BernoulliNB	0.86	0.72	0.8	0.8	0.8	19906
-14.38395	90	-3.58028	meeting	2017_1q	BernoulliNB	0.86	0.72	0.8	0.8	0.8	19906
-14.38395	0transparency	-3.59255	help	2017_1q	BernoulliNB	0.86	0.72	0.8	0.8	0.8	19906
-14.38395	100andcounting	-3.59874	tune	2017_1q	BernoulliNB	0.86	0.72	0.8	0.8	0.8	19906
-14.38395	100a??osciudadan?¡a	-3.60497	hearing	2017_1q	BernoulliNB	0.86	0.72	0.8	0.8	0.8	19906
-14.38395	100by50	-3.61334	proud	2017_1q	BernoulliNB	0.86	0.72	0.8	0.8	0.8	19906
-14.38395	100mill	-3.6239	watch	2017_1q	BernoulliNB	0.86	0.72	0.8	0.8	0.8	19906
-14.38395	103	-3.62602	live	2017_1q	BernoulliNB	0.86	0.72	0.8	0.8	0.8	19906
-14.38395	104	-3.63457	day	2017_1q	BernoulliNB	0.86	0.72	0.8	0.8	0.8	19906
-14.38395	105mil	-3.64536	gorsuch	2017_1q	BernoulliNB	0.86	0.72	0.8	0.8	0.8	19906
-14.38395	106th	-3.64753	forward	2017_1q	BernoulliNB	0.86	0.72	0.8	0.8	0.8	19906
-14.38395	109	-3.65846	senate	2017_1q	BernoulliNB	0.86	0.72	0.8	0.8	0.8	19906
-14.38395	10a	-3.67396	good	2017_1q	BernoulliNB	0.86	0.72	0.8	0.8	0.8	19906
-14.38395	10ampt	-3.72666	people	2017_1q	BernoulliNB	0.86	0.72	0.8	0.8	0.8	19906
-14.38395	10b	-3.73375	time	2017_1q	BernoulliNB	0.86	0.72	0.8	0.8	0.8	19906
-14.38395	10k	-3.75773	read	2017_1q	BernoulliNB	0.86	0.72	0.8	0.8	0.8	19906
-14.38395	10m	-3.75773	morning	2017_1q	BernoulliNB	0.86	0.72	0.8	0.8	0.8	19906
-14.38395	10x	-3.77486	happy	2017_1q	BernoulliNB	0.86	0.72	0.8	0.8	0.8	19906
-14.38395	110	-3.81004	statement	2017_1q	BernoulliNB	0.86	0.72	0.8	0.8	0.8	19906
-14.38395	114	-3.81517	trump	2017_1q	BernoulliNB	0.86	0.72	0.8	0.8	0.8	19906
-14.38395	114thcongress	-3.82291	working	2017_1q	BernoulliNB	0.86	0.72	0.8	0.8	0.8	19906
-14.38395	115	-3.9381	need	2017_1q	BernoulliNB	0.86	0.72	0.8	0.8	0.8	19906
-14.38395	117b	-3.9498	americans	2017_1q	BernoulliNB	0.86	0.72	0.8	0.8	0.8	19906
-14.38395	118	-3.99492	important	2017_1q	BernoulliNB	0.86	0.72	0.8	0.8	0.8	19906
-14.38395	11mill	-3.998	repeal	2017_1q	BernoulliNB	0.86	0.72	0.8	0.8	0.8	19906
-14.38395	120	-4.03895	join	2017_1q	BernoulliNB	0.86	0.72	0.8	0.8	0.8	19906
-14.38395	120million	-4.05516	state	2017_1q	BernoulliNB	0.86	0.72	0.8	0.8	0.8	19906
-14.38395	120th	-4.05516	national	2017_1q	BernoulliNB	0.86	0.72	0.8	0.8	0.8	19906
-14.38395	122	-4.05843	judge	2017_1q	BernoulliNB	0.86	0.72	0.8	0.8	0.8	19906
-14.38395	124th	-4.06832	america	2017_1q	BernoulliNB	0.86	0.72	0.8	0.8	0.8	19906
-14.38395	125	-4.07496	veterans	2017_1q	BernoulliNB	0.86	0.72	0.8	0.8	0.8	19906
-14.38395	1259	-4.08501	tonight	2017_1q	BernoulliNB	0.86	0.72	0.8	0.8	0.8	19906
-14.38395	125b	-4.10886	law	2017_1q	BernoulliNB	0.86	0.72	0.8	0.8	0.8	19906
-2.48299	joe	3.18568	sayfie	2017_2q	RidgeClassifier	0.83	0.74	0.8	0.8	0.8	24964
-1.82666	mtpol	2.50122	obamacare	2017_2q	RidgeClassifier	0.83	0.74	0.8	0.8	0.8	24964
-1.81405	az01	2.26139	southjersey	2017_2q	RidgeClassifier	0.83	0.74	0.8	0.8	0.8	24964
-1.75217	az09	2.25584	rand	2017_2q	RidgeClassifier	0.83	0.74	0.8	0.8	0.8	24964
-1.72901	rm	2.21737	il16	2017_2q	RidgeClassifier	0.83	0.74	0.8	0.8	0.8	24964
-1.54215	il05	2.12643	choiceact	2017_2q	RidgeClassifier	0.83	0.74	0.8	0.8	0.8	24964
-1.53015	ri	2.07456	sassywithmassie	2017_2q	RidgeClassifier	0.83	0.74	0.8	0.8	0.8	24964
-1.51045	ranking	2.03072	ia03	2017_2q	RidgeClassifier	0.83	0.74	0.8	0.8	0.8	24964
-1.4791	il10	1.9608	az05	2017_2q	RidgeClassifier	0.83	0.74	0.8	0.8	0.8	24964
-1.44642	hampton	1.9256	ne02	2017_2q	RidgeClassifier	0.83	0.74	0.8	0.8	0.8	24964
-1.42623	voter	1.89315	arkansas	2017_2q	RidgeClassifier	0.83	0.74	0.8	0.8	0.8	24964
-1.41964	servicemembers	1.87679	opengaetz	2017_2q	RidgeClassifier	0.83	0.74	0.8	0.8	0.8	24964
-1.38148	trumpcare	1.86488	ar3	2017_2q	RidgeClassifier	0.83	0.74	0.8	0.8	0.8	24964
-1.37725	sb	1.85791	webcast	2017_2q	RidgeClassifier	0.83	0.74	0.8	0.8	0.8	24964
-1.34586	fl07	1.85491	prolife	2017_2q	RidgeClassifier	0.83	0.74	0.8	0.8	0.8	24964
-1.33171	stopgorsuch	1.8479	ginsburg	2017_2q	RidgeClassifier	0.83	0.74	0.8	0.8	0.8	24964
-1.32542	2017townhall	1.84149	wyoming	2017_2q	RidgeClassifier	0.83	0.74	0.8	0.8	0.8	24964
-1.31355	rx	1.83855	duffy	2017_2q	RidgeClassifier	0.83	0.74	0.8	0.8	0.8	24964
-1.29618	trump	1.83682	tx22	2017_2q	RidgeClassifier	0.83	0.74	0.8	0.8	0.8	24964
-1.29538	worship	1.83672	mn02	2017_2q	RidgeClassifier	0.83	0.74	0.8	0.8	0.8	24964
-1.2931	publiclands	1.82383	filibuster	2017_2q	RidgeClassifier	0.83	0.74	0.8	0.8	0.8	24964
-1.28834	nh	1.79169	betterdealforcuba	2017_2q	RidgeClassifier	0.83	0.74	0.8	0.8	0.8	24964
-1.28237	teamdutch	1.75866	nebraska	2017_2q	RidgeClassifier	0.83	0.74	0.8	0.8	0.8	24964
-1.28123	flint	1.75803	ny27	2017_2q	RidgeClassifier	0.83	0.74	0.8	0.8	0.8	24964
-1.27381	wa01	1.74451	tx25	2017_2q	RidgeClassifier	0.83	0.74	0.8	0.8	0.8	24964
-1.27271	nv03	1.74278	in05	2017_2q	RidgeClassifier	0.83	0.74	0.8	0.8	0.8	24964
-1.26805	bannon	1.73799	sfl	2017_2q	RidgeClassifier	0.83	0.74	0.8	0.8	0.8	24964
-1.26643	marijuana	1.72303	va10	2017_2q	RidgeClassifier	0.83	0.74	0.8	0.8	0.8	24964
-1.253	roc	1.71988	takenote	2017_2q	RidgeClassifier	0.83	0.74	0.8	0.8	0.8	24964
-1.21476	solar	1.71457	proverbs	2017_2q	RidgeClassifier	0.83	0.74	0.8	0.8	0.8	24964
-1.20622	tx29	1.70132	fl18	2017_2q	RidgeClassifier	0.83	0.74	0.8	0.8	0.8	24964
-1.20102	barack	1.69306	93rd	2017_2q	RidgeClassifier	0.83	0.74	0.8	0.8	0.8	24964
-1.20066	md08	1.69084	wotus	2017_2q	RidgeClassifier	0.83	0.74	0.8	0.8	0.8	24964
-1.19462	tehran	1.68953	sensenbrenner	2017_2q	RidgeClassifier	0.83	0.74	0.8	0.8	0.8	24964
-1.18693	foxxataei	1.67956	utpol	2017_2q	RidgeClassifier	0.83	0.74	0.8	0.8	0.8	24964
-1.18573	md05	1.67411	wvians	2017_2q	RidgeClassifier	0.83	0.74	0.8	0.8	0.8	24964
-1.17968	smallbusinesses	1.65518	confirmgorsuch	2017_2q	RidgeClassifier	0.83	0.74	0.8	0.8	0.8	24964
-1.17523	goodnews	1.64686	vaaccountability	2017_2q	RidgeClassifier	0.83	0.74	0.8	0.8	0.8	24964
-1.17322	delaney	1.6422	iowa	2017_2q	RidgeClassifier	0.83	0.74	0.8	0.8	0.8	24964
-1.17038	futureforum	1.63735	iran	2017_2q	RidgeClassifier	0.83	0.74	0.8	0.8	0.8	24964
-1.1689	forks	1.63217	bokoharam	2017_2q	RidgeClassifier	0.83	0.74	0.8	0.8	0.8	24964
-1.16397	wrongchoiceact	1.63034	lance	2017_2q	RidgeClassifier	0.83	0.74	0.8	0.8	0.8	24964
-1.16292	medicareforall	1.62828	hatch	2017_2q	RidgeClassifier	0.83	0.74	0.8	0.8	0.8	24964
-1.16182	connecticut	1.62599	chibokgirls	2017_2q	RidgeClassifier	0.83	0.74	0.8	0.8	0.8	24964
-1.15521	lieu	1.62551	idaho	2017_2q	RidgeClassifier	0.83	0.74	0.8	0.8	0.8	24964
-1.15194	garland	1.62522	religiousfreedom	2017_2q	RidgeClassifier	0.83	0.74	0.8	0.8	0.8	24964
-1.15123	cbg2017	1.61214	mandates	2017_2q	RidgeClassifier	0.83	0.74	0.8	0.8	0.8	24964
-1.14572	ny03	1.60902	ga09	2017_2q	RidgeClassifier	0.83	0.74	0.8	0.8	0.8	24964
-1.13524	juneteenth	1.60736	sasc	2017_2q	RidgeClassifier	0.83	0.74	0.8	0.8	0.8	24964
-1.12464	heartbroken	1.60479	kentucky	2017_2q	RidgeClassifier	0.83	0.74	0.8	0.8	0.8	24964
-9.55008	trumprussia	9.01746	takenote	2017_2q	Perceptron	0.82	0.63	0.76	0.75	0.75	24964
-8.84753	rm	8.2587	rand	2017_2q	Perceptron	0.82	0.63	0.76	0.75	0.75	24964
-8.65426	surrender	7.70066	ga09	2017_2q	Perceptron	0.82	0.63	0.76	0.75	0.75	24964
-8.56842	inefficient	7.4827	confirmgorsuch	2017_2q	Perceptron	0.82	0.63	0.76	0.75	0.75	24964
-7.28368	climatesecurityisnationalsecurity	7.36151	visionaries	2017_2q	Perceptron	0.82	0.63	0.76	0.75	0.75	24964
-7.26948	sizes	7.27921	noko	2017_2q	Perceptron	0.82	0.63	0.76	0.75	0.75	24964
-7.1951	facilitate	7.25729	mythvsfact	2017_2q	Perceptron	0.82	0.63	0.76	0.75	0.75	24964
-7.18619	mtpol	7.13627	aftr	2017_2q	Perceptron	0.82	0.63	0.76	0.75	0.75	24964
-7.17928	joe	7.12955	ne02	2017_2q	Perceptron	0.82	0.63	0.76	0.75	0.75	24964
-7.15778	worshipping	7.0286	sayfie	2017_2q	Perceptron	0.82	0.63	0.76	0.75	0.75	24964
-7.03341	academ	6.78963	va10	2017_2q	Perceptron	0.82	0.63	0.76	0.75	0.75	24964
-6.97226	alerts	6.75795	usww100	2017_2q	Perceptron	0.82	0.63	0.76	0.75	0.75	24964
-6.9547	westernma	6.71187	misstated	2017_2q	Perceptron	0.82	0.63	0.76	0.75	0.75	24964
-6.8966	likelihood	6.68458	noonan	2017_2q	Perceptron	0.82	0.63	0.76	0.75	0.75	24964
-6.832	rela	6.55627	mn02	2017_2q	Perceptron	0.82	0.63	0.76	0.75	0.75	24964
-6.77538	wrongchoiceact	6.54216	plan2014	2017_2q	Perceptron	0.82	0.63	0.76	0.75	0.75	24964
-6.67092	refused	6.53021	ia03	2017_2q	Perceptron	0.82	0.63	0.76	0.75	0.75	24964
-6.551	automation	6.40748	cuomo	2017_2q	Perceptron	0.82	0.63	0.76	0.75	0.75	24964
-6.52502	trump100days	6.40547	az05	2017_2q	Perceptron	0.82	0.63	0.76	0.75	0.75	24964
-6.51701	10m	6.35014	homan	2017_2q	Perceptron	0.82	0.63	0.76	0.75	0.75	24964
-6.35533	mcfaul	6.32123	reauthorizing	2017_2q	Perceptron	0.82	0.63	0.76	0.75	0.75	24964
-6.31926	hr1304	6.30547	palatine	2017_2q	Perceptron	0.82	0.63	0.76	0.75	0.75	24964
-6.22503	macron	6.29982	comin	2017_2q	Perceptron	0.82	0.63	0.76	0.75	0.75	24964
-6.14788	garland	6.29348	venture	2017_2q	Perceptron	0.82	0.63	0.76	0.75	0.75	24964
-6.12657	nh	6.29311	sfrc	2017_2q	Perceptron	0.82	0.63	0.76	0.75	0.75	24964
-6.10661	undocumented	6.28071	campbellsport	2017_2q	Perceptron	0.82	0.63	0.76	0.75	0.75	24964
-6.10044	catfish	6.2618	cleanest	2017_2q	Perceptron	0.82	0.63	0.76	0.75	0.75	24964
-5.9968	waterfront	6.23047	fdp	2017_2q	Perceptron	0.82	0.63	0.76	0.75	0.75	24964
-5.98734	fl07	6.20372	flaws	2017_2q	Perceptron	0.82	0.63	0.76	0.75	0.75	24964
-5.96662	cass	6.19881	cody	2017_2q	Perceptron	0.82	0.63	0.76	0.75	0.75	24964
-5.9573	hacked	6.14253	robbery	2017_2q	Perceptron	0.82	0.63	0.76	0.75	0.75	24964
-5.93237	unusual	6.13066	brotherly	2017_2q	Perceptron	0.82	0.63	0.76	0.75	0.75	24964
