coef_d	feat_d	coef_r	feat_r	section	model	acc_d	acc_r	acc_all	recall	f1	support
-2.56934	nytownoftheday	1.88299	miami	2015_1q	RidgeClassifier	0.79	0.79	0.79	0.79	0.79	10310
-2.30245	mtpol	1.86055	sc	2015_1q	RidgeClassifier	0.79	0.79	0.79	0.79	0.79	10310
-2.20387	sanders	1.84841	hatch	2015_1q	RidgeClassifier	0.79	0.79	0.79	0.79	0.79	10310
-2.04692	gopbudget	1.8329	ia03	2015_1q	RidgeClassifier	0.79	0.79	0.79	0.79	0.79	10310
-1.97421	ri	1.82719	mentalhealth	2015_1q	RidgeClassifier	0.79	0.79	0.79	0.79	0.79	10310
-1.88732	memphis	1.81871	obamacare	2015_1q	RidgeClassifier	0.79	0.79	0.79	0.79	0.79	10310
-1.86127	cantwell	1.7611	529plans	2015_1q	RidgeClassifier	0.79	0.79	0.79	0.79	0.79	10310
-1.80647	nh	1.73392	americandreams	2015_1q	RidgeClassifier	0.79	0.79	0.79	0.79	0.79	10310
-1.80082	ranking	1.69841	collins	2015_1q	RidgeClassifier	0.79	0.79	0.79	0.79	0.79	10310
-1.79401	az07	1.64369	tcot	2015_1q	RidgeClassifier	0.79	0.79	0.79	0.79	0.79	10310
-1.76613	confirmlynch	1.63997	oh5	2015_1q	RidgeClassifier	0.79	0.79	0.79	0.79	0.79	10310
-1.73085	wny	1.63878	tx23	2015_1q	RidgeClassifier	0.79	0.79	0.79	0.79	0.79	10310
-1.72816	md	1.63417	sofla	2015_1q	RidgeClassifier	0.79	0.79	0.79	0.79	0.79	10310
-1.67171	murkowski	1.62885	sd	2015_1q	RidgeClassifier	0.79	0.79	0.79	0.79	0.79	10310
-1.59154	rush	1.60675	ny11	2015_1q	RidgeClassifier	0.79	0.79	0.79	0.79	0.79	10310
-1.58199	murray	1.58746	co2	2015_1q	RidgeClassifier	0.79	0.79	0.79	0.79	0.79	10310
-1.5753	netde	1.57319	sasc	2015_1q	RidgeClassifier	0.79	0.79	0.79	0.79	0.79	10310
-1.56257	civilityfridays	1.5672	inhofe	2015_1q	RidgeClassifier	0.79	0.79	0.79	0.79	0.79	10310
-1.56058	peoplesbudget	1.53437	schoolchoice	2015_1q	RidgeClassifier	0.79	0.79	0.79	0.79	0.79	10310
-1.54831	rb	1.51866	smith	2015_1q	RidgeClassifier	0.79	0.79	0.79	0.79	0.79	10310
-1.54514	dontshutdownoursecurity	1.51209	prisoners	2015_1q	RidgeClassifier	0.79	0.79	0.79	0.79	0.79	10310
-1.54344	housedemsinphilly	1.50375	cincinnati	2015_1q	RidgeClassifier	0.79	0.79	0.79	0.79	0.79	10310
-1.50355	mn	1.4745	endtrafficking	2015_1q	RidgeClassifier	0.79	0.79	0.79	0.79	0.79	10310
-1.48658	immigrationden	1.47277	puremichigan	2015_1q	RidgeClassifier	0.79	0.79	0.79	0.79	0.79	10310
-1.48107	progressive	1.43014	arizona	2015_1q	RidgeClassifier	0.79	0.79	0.79	0.79	0.79	10310
-1.46386	buffalo	1.4245	mcconnell	2015_1q	RidgeClassifier	0.79	0.79	0.79	0.79	0.79	10310
-1.44889	immigrationaction	1.42162	ny21	2015_1q	RidgeClassifier	0.79	0.79	0.79	0.79	0.79	10310
-1.4485	nj	1.41832	pa06	2015_1q	RidgeClassifier	0.79	0.79	0.79	0.79	0.79	10310
-1.44565	freecommunitycollege	1.41253	balancedbudget	2015_1q	RidgeClassifier	0.79	0.79	0.79	0.79	0.79	10310
-1.42904	export	1.40017	alexander	2015_1q	RidgeClassifier	0.79	0.79	0.79	0.79	0.79	10310
-1.4261	metro	1.39653	enterprise	2015_1q	RidgeClassifier	0.79	0.79	0.79	0.79	0.79	10310
-1.4248	28pages	1.39155	ally	2015_1q	RidgeClassifier	0.79	0.79	0.79	0.79	0.79	10310
-1.41495	coons	1.37898	tpa4usjobs	2015_1q	RidgeClassifier	0.79	0.79	0.79	0.79	0.79	10310
-1.41219	enr	1.36779	nd	2015_1q	RidgeClassifier	0.79	0.79	0.79	0.79	0.79	10310
-1.39834	kathleen	1.36169	wilson	2015_1q	RidgeClassifier	0.79	0.79	0.79	0.79	0.79	10310
-1.39725	stabenow	1.35899	margaret	2015_1q	RidgeClassifier	0.79	0.79	0.79	0.79	0.79	10310
-1.39712	socialsecurity	1.34422	tomahva	2015_1q	RidgeClassifier	0.79	0.79	0.79	0.79	0.79	10310
-1.37329	lgbt	1.34159	stmt	2015_1q	RidgeClassifier	0.79	0.79	0.79	0.79	0.79	10310
-1.36947	wv	1.33765	ar1	2015_1q	RidgeClassifier	0.79	0.79	0.79	0.79	0.79	10310
-1.35787	getcovered	1.33459	israel	2015_1q	RidgeClassifier	0.79	0.79	0.79	0.79	0.79	10310
-1.35553	sportsmensact	1.32957	atf	2015_1q	RidgeClassifier	0.79	0.79	0.79	0.79	0.79	10310
-1.34055	ca11	1.3259	ryan	2015_1q	RidgeClassifier	0.79	0.79	0.79	0.79	0.79	10310
-1.33633	middleclassfirst	1.32195	suboversight	2015_1q	RidgeClassifier	0.79	0.79	0.79	0.79	0.79	10310
-1.33286	women	1.32143	arkansas	2015_1q	RidgeClassifier	0.79	0.79	0.79	0.79	0.79	10310
-1.32245	ny20	1.31822	ar3	2015_1q	RidgeClassifier	0.79	0.79	0.79	0.79	0.79	10310
-1.32046	ma09	1.30534	taxpayer	2015_1q	RidgeClassifier	0.79	0.79	0.79	0.79	0.79	10310
-1.31457	kr	1.3051	ar2	2015_1q	RidgeClassifier	0.79	0.79	0.79	0.79	0.79	10310
-1.31131	peoplenotpolitics	1.30175	east	2015_1q	RidgeClassifier	0.79	0.79	0.79	0.79	0.79	10310
-1.30951	cbc114	1.29404	gr8	2015_1q	RidgeClassifier	0.79	0.79	0.79	0.79	0.79	10310
-1.30731	highered	1.29151	clinton	2015_1q	RidgeClassifier	0.79	0.79	0.79	0.79	0.79	10310
-8.90603	mtpol	8.22861	slope	2015_1q	Perceptron	0.73	0.74	0.74	0.74	0.74	10310
-8.10189	sanders	7.59523	cincinnati	2015_1q	Perceptron	0.73	0.74	0.74	0.74	0.74	10310
-7.79085	samdt838	6.53509	balancedbudget	2015_1q	Perceptron	0.73	0.74	0.74	0.74	0.74	10310
-7.77725	gopbudget	6.51461	ia03	2015_1q	Perceptron	0.73	0.74	0.74	0.74	0.74	10310
-6.1355	selbyville	6.14442	mtleg	2015_1q	Perceptron	0.73	0.74	0.74	0.74	0.74	10310
-5.95843	56th	6.04422	knew	2015_1q	Perceptron	0.73	0.74	0.74	0.74	0.74	10310
-5.92935	riers	5.97387	groundhogday	2015_1q	Perceptron	0.73	0.74	0.74	0.74	0.74	10310
-5.83027	glendoherty	5.92199	puremichigan	2015_1q	Perceptron	0.73	0.74	0.74	0.74	0.74	10310
-5.78917	protectyoursavings	5.81516	daleearnhardt	2015_1q	Perceptron	0.73	0.74	0.74	0.74	0.74	10310
-5.74701	acaisworking	5.79877	belleville	2015_1q	Perceptron	0.73	0.74	0.74	0.74	0.74	10310
-5.73427	nh	5.79587	co2	2015_1q	Perceptron	0.73	0.74	0.74	0.74	0.74	10310
-5.66702	subcom	5.77218	ny11	2015_1q	Perceptron	0.73	0.74	0.74	0.74	0.74	10310
-5.6437	confirmlynch	5.77206	davidson	2015_1q	Perceptron	0.73	0.74	0.74	0.74	0.74	10310
-5.61707	freecommunitycollege	5.73652	suffered	2015_1q	Perceptron	0.73	0.74	0.74	0.74	0.74	10310
-5.60623	disadvantages	5.67952	rejects	2015_1q	Perceptron	0.73	0.74	0.74	0.74	0.74	10310
-5.54376	ranking	5.62252	abiding	2015_1q	Perceptron	0.73	0.74	0.74	0.74	0.74	10310
-5.53384	mandela	5.54863	hatch	2015_1q	Perceptron	0.73	0.74	0.74	0.74	0.74	10310
-5.46431	passion	5.51563	amnesty	2015_1q	Perceptron	0.73	0.74	0.74	0.74	0.74	10310
-5.43119	nytownoftheday	5.49463	istandwithisrael	2015_1q	Perceptron	0.73	0.74	0.74	0.74	0.74	10310
-5.4202	unmatched	5.42545	quicker	2015_1q	Perceptron	0.73	0.74	0.74	0.74	0.74	10310
-5.4126	investments	5.37268	tx23	2015_1q	Perceptron	0.73	0.74	0.74	0.74	0.74	10310
-5.40397	dontshutdownoursecurity	5.35822	turning	2015_1q	Perceptron	0.73	0.74	0.74	0.74	0.74	10310
-5.39873	memphis	5.32607	americandreams	2015_1q	Perceptron	0.73	0.74	0.74	0.74	0.74	10310
-5.34521	mayors	5.32494	arcticcaucus	2015_1q	Perceptron	0.73	0.74	0.74	0.74	0.74	10310
-5.33286	menendez	5.32223	simulator	2015_1q	Perceptron	0.73	0.74	0.74	0.74	0.74	10310
-5.29802	stabenow	5.28618	patsfacts	2015_1q	Perceptron	0.73	0.74	0.74	0.74	0.74	10310
-5.2779	confirmlorettalynch	5.27739	529plans	2015_1q	Perceptron	0.73	0.74	0.74	0.74	0.74	10310
-5.25668	harvests	5.23335	ku	2015_1q	Perceptron	0.73	0.74	0.74	0.74	0.74	10310
-5.23973	dapa	5.19355	september	2015_1q	Perceptron	0.73	0.74	0.74	0.74	0.74	10310
-5.20095	getcovered	5.12305	mathis	2015_1q	Perceptron	0.73	0.74	0.74	0.74	0.74	10310
-5.1793	reimagingamericanenergy	5.11963	ar2	2015_1q	Perceptron	0.73	0.74	0.74	0.74	0.74	10310
-5.16555	attendees	5.07002	clinton	2015_1q	Perceptron	0.73	0.74	0.74	0.74	0.74	10310
-5.16014	wilderness	5.05327	pleasant	2015_1q	Perceptron	0.73	0.74	0.74	0.74	0.74	10310
-5.15941	actonclimate	5.03691	mentalhealth	2015_1q	Perceptron	0.73	0.74	0.74	0.74	0.74	10310
-5.15494	lets	5.00163	enabled	2015_1q	Perceptron	0.73	0.74	0.74	0.74	0.74	10310
-5.13848	export	4.97641	salmon	2015_1q	Perceptron	0.73	0.74	0.74	0.74	0.74	10310
-5.13524	madrid	4.94613	prisoners	2015_1q	Perceptron	0.73	0.74	0.74	0.74	0.74	10310
-5.1333	risked	4.91874	islamic	2015_1q	Perceptron	0.73	0.74	0.74	0.74	0.74	10310
-5.07678	muslim	4.87603	margaret	2015_1q	Perceptron	0.73	0.74	0.74	0.74	0.74	10310
-5.07281	iowastrong	4.82848	balanced	2015_1q	Perceptron	0.73	0.74	0.74	0.74	0.74	10310
-5.07265	clackamas	4.79564	askrepross	2015_1q	Perceptron	0.73	0.74	0.74	0.74	0.74	10310
-5.0643	askdems	4.77649	la05	2015_1q	Perceptron	0.73	0.74	0.74	0.74	0.74	10310
-5.04525	murray	4.76113	ia01	2015_1q	Perceptron	0.73	0.74	0.74	0.74	0.74	10310
-4.9946	ri	4.73687	ellsworth	2015_1q	Perceptron	0.73	0.74	0.74	0.74	0.74	10310
-4.99298	wage	4.71435	opportunityeconomy	2015_1q	Perceptron	0.73	0.74	0.74	0.74	0.74	10310
-4.98614	underage	4.70924	supporter	2015_1q	Perceptron	0.73	0.74	0.74	0.74	0.74	10310
-4.95602	handful	4.64827	receding	2015_1q	Perceptron	0.73	0.74	0.74	0.74	0.74	10310
-4.92026	immigrationaction	4.64785	fixnclb	2015_1q	Perceptron	0.73	0.74	0.74	0.74	0.74	10310
-4.91962	diversity	4.58606	enterprise	2015_1q	Perceptron	0.73	0.74	0.74	0.74	0.74	10310
-4.87202	ukranian	4.57031	exams	2015_1q	Perceptron	0.73	0.74	0.74	0.74	0.74	10310
-15.11584	mtpol	13.44311	cincinnati	2015_1q	PassiveAggressiveClassifier	0.75	0.75	0.75	0.75	0.75	10310
-14.44009	gopbudget	12.57386	slope	2015_1q	PassiveAggressiveClassifier	0.75	0.75	0.75	0.75	0.75	10310
-14.08691	samdt838	11.75217	ia03	2015_1q	PassiveAggressiveClassifier	0.75	0.75	0.75	0.75	0.75	10310
-13.91306	sanders	11.0698	balancedbudget	2015_1q	PassiveAggressiveClassifier	0.75	0.75	0.75	0.75	0.75	10310
-11.39683	dontshutdownoursecurity	10.92372	ny11	2015_1q	PassiveAggressiveClassifier	0.75	0.75	0.75	0.75	0.75	10310
-11.15619	selbyville	10.64564	knew	2015_1q	PassiveAggressiveClassifier	0.75	0.75	0.75	0.75	0.75	10310
-11.02734	nh	10.56858	davidson	2015_1q	PassiveAggressiveClassifier	0.75	0.75	0.75	0.75	0.75	10310
-10.63301	56th	10.46486	suffered	2015_1q	PassiveAggressiveClassifier	0.75	0.75	0.75	0.75	0.75	10310
-10.61018	unmatched	10.20167	belleville	2015_1q	PassiveAggressiveClassifier	0.75	0.75	0.75	0.75	0.75	10310
-10.56643	risked	10.13342	patsfacts	2015_1q	PassiveAggressiveClassifier	0.75	0.75	0.75	0.75	0.75	10310
-10.44767	nytownoftheday	10.11749	margaret	2015_1q	PassiveAggressiveClassifier	0.75	0.75	0.75	0.75	0.75	10310
-10.30604	glendoherty	10.04913	puremichigan	2015_1q	PassiveAggressiveClassifier	0.75	0.75	0.75	0.75	0.75	10310
-10.25935	mandela	10.03729	mtleg	2015_1q	PassiveAggressiveClassifier	0.75	0.75	0.75	0.75	0.75	10310
-10.2062	freecommunitycollege	9.95436	americandreams	2015_1q	PassiveAggressiveClassifier	0.75	0.75	0.75	0.75	0.75	10310
-10.15524	subcom	9.89934	hatch	2015_1q	PassiveAggressiveClassifier	0.75	0.75	0.75	0.75	0.75	10310
-10.14846	actonclimate	9.75707	529plans	2015_1q	PassiveAggressiveClassifier	0.75	0.75	0.75	0.75	0.75	10310
-10.14123	getcovered	9.72878	turning	2015_1q	PassiveAggressiveClassifier	0.75	0.75	0.75	0.75	0.75	10310
-10.04857	confirmlynch	9.67242	abiding	2015_1q	PassiveAggressiveClassifier	0.75	0.75	0.75	0.75	0.75	10310
-10.04551	murray	9.60208	istandwithisrael	2015_1q	PassiveAggressiveClassifier	0.75	0.75	0.75	0.75	0.75	10310
-9.99987	ranking	9.48515	amnesty	2015_1q	PassiveAggressiveClassifier	0.75	0.75	0.75	0.75	0.75	10310
-9.9917	menendez	9.45756	ku	2015_1q	PassiveAggressiveClassifier	0.75	0.75	0.75	0.75	0.75	10310
-9.9517	stabenow	9.42506	pleasant	2015_1q	PassiveAggressiveClassifier	0.75	0.75	0.75	0.75	0.75	10310
-9.94051	ri	9.42196	co2	2015_1q	PassiveAggressiveClassifier	0.75	0.75	0.75	0.75	0.75	10310
-9.92888	askdems	9.23494	tx23	2015_1q	PassiveAggressiveClassifier	0.75	0.75	0.75	0.75	0.75	10310
-9.92546	md	9.10778	groundhogday	2015_1q	PassiveAggressiveClassifier	0.75	0.75	0.75	0.75	0.75	10310
-9.81627	harvests	9.10567	rejects	2015_1q	PassiveAggressiveClassifier	0.75	0.75	0.75	0.75	0.75	10310
-9.75829	rb	9.00706	clinton	2015_1q	PassiveAggressiveClassifier	0.75	0.75	0.75	0.75	0.75	10310
-9.72088	protectyoursavings	8.98581	ellsworth	2015_1q	PassiveAggressiveClassifier	0.75	0.75	0.75	0.75	0.75	10310
-9.70503	handful	8.98574	sc	2015_1q	PassiveAggressiveClassifier	0.75	0.75	0.75	0.75	0.75	10310
-9.69084	isolation	8.97294	supporter	2015_1q	PassiveAggressiveClassifier	0.75	0.75	0.75	0.75	0.75	10310
-9.66926	iowastrong	8.89519	ar2	2015_1q	PassiveAggressiveClassifier	0.75	0.75	0.75	0.75	0.75	10310
-9.65531	memphis	8.88782	tcot	2015_1q	PassiveAggressiveClassifier	0.75	0.75	0.75	0.75	0.75	10310
-9.40645	acaisworking	8.85246	widespread	2015_1q	PassiveAggressiveClassifier	0.75	0.75	0.75	0.75	0.75	10310
-9.34163	attendees	8.84263	quicker	2015_1q	PassiveAggressiveClassifier	0.75	0.75	0.75	0.75	0.75	10310
-9.33887	export	8.83363	arcticcaucus	2015_1q	PassiveAggressiveClassifier	0.75	0.75	0.75	0.75	0.75	10310
-9.32653	riers	8.82609	exams	2015_1q	PassiveAggressiveClassifier	0.75	0.75	0.75	0.75	0.75	10310
-9.27682	makeitinamerica	8.77883	rucker	2015_1q	PassiveAggressiveClassifier	0.75	0.75	0.75	0.75	0.75	10310
-9.25054	angeles	8.67615	enabled	2015_1q	PassiveAggressiveClassifier	0.75	0.75	0.75	0.75	0.75	10310
-9.20971	dime	8.65676	mentalhealth	2015_1q	PassiveAggressiveClassifier	0.75	0.75	0.75	0.75	0.75	10310
-9.16309	passion	8.56986	mathis	2015_1q	PassiveAggressiveClassifier	0.75	0.75	0.75	0.75	0.75	10310
-9.14793	investments	8.56066	receding	2015_1q	PassiveAggressiveClassifier	0.75	0.75	0.75	0.75	0.75	10310
-9.1392	confirmlorettalynch	8.55081	welfare	2015_1q	PassiveAggressiveClassifier	0.75	0.75	0.75	0.75	0.75	10310
-9.08485	calendar	8.47232	simulator	2015_1q	PassiveAggressiveClassifier	0.75	0.75	0.75	0.75	0.75	10310
-9.0673	providence	8.47109	ia01	2015_1q	PassiveAggressiveClassifier	0.75	0.75	0.75	0.75	0.75	10310
-9.04955	citizensunited	8.43484	lankfordswearin	2015_1q	PassiveAggressiveClassifier	0.75	0.75	0.75	0.75	0.75	10310
-9.01949	wow	8.41995	discretionary	2015_1q	PassiveAggressiveClassifier	0.75	0.75	0.75	0.75	0.75	10310
-8.9868	ukranian	8.4134	september	2015_1q	PassiveAggressiveClassifier	0.75	0.75	0.75	0.75	0.75	10310
-8.98111	wage	8.40871	la05	2015_1q	PassiveAggressiveClassifier	0.75	0.75	0.75	0.75	0.75	10310
-8.9362	incident	8.38851	expedites	2015_1q	PassiveAggressiveClassifier	0.75	0.75	0.75	0.75	0.75	10310
-8.89127	diversity	8.37364	prisoners	2015_1q	PassiveAggressiveClassifier	0.75	0.75	0.75	0.75	0.75	10310
-3.62389	sanders	3.10871	ia03	2015_1q	LinearSVC	0.79	0.79	0.79	0.79	0.79	10310
-3.51373	mtpol	3.02853	hatch	2015_1q	LinearSVC	0.79	0.79	0.79	0.79	0.79	10310
-3.35112	gopbudget	2.75771	tcot	2015_1q	LinearSVC	0.79	0.79	0.79	0.79	0.79	10310
-3.19487	nytownoftheday	2.62474	miami	2015_1q	LinearSVC	0.79	0.79	0.79	0.79	0.79	10310
-3.08421	murray	2.53897	endtrafficking	2015_1q	LinearSVC	0.79	0.79	0.79	0.79	0.79	10310
-2.89289	dontshutdownoursecurity	2.49779	tx23	2015_1q	LinearSVC	0.79	0.79	0.79	0.79	0.79	10310
-2.75201	memphis	2.46125	americandreams	2015_1q	LinearSVC	0.79	0.79	0.79	0.79	0.79	10310
-2.62118	cantwell	2.44014	529plans	2015_1q	LinearSVC	0.79	0.79	0.79	0.79	0.79	10310
-2.57039	ri	2.37175	co2	2015_1q	LinearSVC	0.79	0.79	0.79	0.79	0.79	10310
-2.47503	az07	2.37018	obamacare	2015_1q	LinearSVC	0.79	0.79	0.79	0.79	0.79	10310
-2.46742	md	2.35714	sc	2015_1q	LinearSVC	0.79	0.79	0.79	0.79	0.79	10310
-2.45271	nh	2.33132	inhofe	2015_1q	LinearSVC	0.79	0.79	0.79	0.79	0.79	10310
-2.42448	freecommunitycollege	2.29616	balancedbudget	2015_1q	LinearSVC	0.79	0.79	0.79	0.79	0.79	10310
-2.41852	immigrationaction	2.29303	mentalhealth	2015_1q	LinearSVC	0.79	0.79	0.79	0.79	0.79	10310
-2.41705	confirmlynch	2.28627	ny11	2015_1q	LinearSVC	0.79	0.79	0.79	0.79	0.79	10310
-2.41086	ranking	2.25798	ia01	2015_1q	LinearSVC	0.79	0.79	0.79	0.79	0.79	10310
-2.40047	senatebudget	2.25607	sofla	2015_1q	LinearSVC	0.79	0.79	0.79	0.79	0.79	10310
-2.38173	netde	2.21994	cincinnati	2015_1q	LinearSVC	0.79	0.79	0.79	0.79	0.79	10310
-2.30947	clean	2.20101	ar2	2015_1q	LinearSVC	0.79	0.79	0.79	0.79	0.79	10310
-2.30648	getcovered	2.17925	la05	2015_1q	LinearSVC	0.79	0.79	0.79	0.79	0.79	10310
-2.2828	wny	2.15436	oh5	2015_1q	LinearSVC	0.79	0.79	0.79	0.79	0.79	10310
-2.25896	coons	2.14098	schoolchoice	2015_1q	LinearSVC	0.79	0.79	0.79	0.79	0.79	10310
-2.2389	murkowski	2.13809	sd	2015_1q	LinearSVC	0.79	0.79	0.79	0.79	0.79	10310
-2.18329	rb	2.13625	puremichigan	2015_1q	LinearSVC	0.79	0.79	0.79	0.79	0.79	10310
-2.09867	rush	2.12064	mtleg	2015_1q	LinearSVC	0.79	0.79	0.79	0.79	0.79	10310
-2.09393	housedemsinphilly	2.09567	sasc	2015_1q	LinearSVC	0.79	0.79	0.79	0.79	0.79	10310
-2.09188	peoplesbudget	2.08566	collins	2015_1q	LinearSVC	0.79	0.79	0.79	0.79	0.79	10310
-2.08284	aca	2.05017	amnesty	2015_1q	LinearSVC	0.79	0.79	0.79	0.79	0.79	10310
-2.07387	incident	2.0053	prisoners	2015_1q	LinearSVC	0.79	0.79	0.79	0.79	0.79	10310
-2.07148	acaisworking	1.9784	ne03	2015_1q	LinearSVC	0.79	0.79	0.79	0.79	0.79	10310
-2.05718	mn	1.9743	ally	2015_1q	LinearSVC	0.79	0.79	0.79	0.79	0.79	10310
-2.02482	middleclassfirst	1.95181	kentucky	2015_1q	LinearSVC	0.79	0.79	0.79	0.79	0.79	10310
-2.00939	export	1.93689	margaret	2015_1q	LinearSVC	0.79	0.79	0.79	0.79	0.79	10310
-1.9691	kathleen	1.92296	pa06	2015_1q	LinearSVC	0.79	0.79	0.79	0.79	0.79	10310
-1.96676	nj	1.90518	arkansas	2015_1q	LinearSVC	0.79	0.79	0.79	0.79	0.79	10310
-1.93621	socialsecurity	1.89838	clinton	2015_1q	LinearSVC	0.79	0.79	0.79	0.79	0.79	10310
-1.93367	civilityfridays	1.88562	alexander	2015_1q	LinearSVC	0.79	0.79	0.79	0.79	0.79	10310
-1.92786	stabenow	1.88518	stmt	2015_1q	LinearSVC	0.79	0.79	0.79	0.79	0.79	10310
-1.92598	progressive	1.88109	smith	2015_1q	LinearSVC	0.79	0.79	0.79	0.79	0.79	10310
-1.91136	askdems	1.87752	mcconnell	2015_1q	LinearSVC	0.79	0.79	0.79	0.79	0.79	10310
-1.9008	56th	1.8695	iowa	2015_1q	LinearSVC	0.79	0.79	0.79	0.79	0.79	10310
-1.88961	28pages	1.85571	enterprise	2015_1q	LinearSVC	0.79	0.79	0.79	0.79	0.79	10310
-1.88415	uninsured	1.85209	regulations	2015_1q	LinearSVC	0.79	0.79	0.79	0.79	0.79	10310
-1.87704	immigrationden	1.83162	east	2015_1q	LinearSVC	0.79	0.79	0.79	0.79	0.79	10310
-1.83719	peoplenotpolitics	1.82284	ar3	2015_1q	LinearSVC	0.79	0.79	0.79	0.79	0.79	10310
-1.8274	investments	1.8207	nd	2015_1q	LinearSVC	0.79	0.79	0.79	0.79	0.79	10310
-1.82264	dapa	1.81651	askrepross	2015_1q	LinearSVC	0.79	0.79	0.79	0.79	0.79	10310
-1.8131	actonclimate	1.80289	tpa4usjobs	2015_1q	LinearSVC	0.79	0.79	0.79	0.79	0.79	10310
-1.80582	metro	1.78002	epa	2015_1q	LinearSVC	0.79	0.79	0.79	0.79	0.79	10310
-1.79503	women	1.77468	coal	2015_1q	LinearSVC	0.79	0.79	0.79	0.79	0.79	10310
-3.62115	sanders	3.42569	obamacare	2015_1q	SGDClassifier	0.79	0.78	0.78	0.78	0.78	10310
-3.13143	mtpol	3.17618	hatch	2015_1q	SGDClassifier	0.79	0.78	0.78	0.78	0.78	10310
-2.97727	gopbudget	2.83202	ia03	2015_1q	SGDClassifier	0.79	0.78	0.78	0.78	0.78	10310
-2.91464	nytownoftheday	2.68385	mcconnell	2015_1q	SGDClassifier	0.79	0.78	0.78	0.78	0.78	10310
-2.88009	dontshutdownoursecurity	2.54912	tcot	2015_1q	SGDClassifier	0.79	0.78	0.78	0.78	0.78	10310
-2.66135	aca	2.53032	endtrafficking	2015_1q	SGDClassifier	0.79	0.78	0.78	0.78	0.78	10310
-2.62759	murray	2.49973	miami	2015_1q	SGDClassifier	0.79	0.78	0.78	0.78	0.78	10310
-2.54054	ri	2.37169	mentalhealth	2015_1q	SGDClassifier	0.79	0.78	0.78	0.78	0.78	10310
-2.50204	clean	2.34947	arizona	2015_1q	SGDClassifier	0.79	0.78	0.78	0.78	0.78	10310
-2.49943	women	2.25351	sasc	2015_1q	SGDClassifier	0.79	0.78	0.78	0.78	0.78	10310
-2.44052	cantwell	2.22896	israel	2015_1q	SGDClassifier	0.79	0.78	0.78	0.78	0.78	10310
-2.37197	az07	2.17462	sc	2015_1q	SGDClassifier	0.79	0.78	0.78	0.78	0.78	10310
-2.31994	getcovered	2.15635	alexander	2015_1q	SGDClassifier	0.79	0.78	0.78	0.78	0.78	10310
-2.30922	memphis	2.14995	tx23	2015_1q	SGDClassifier	0.79	0.78	0.78	0.78	0.78	10310
-2.29749	ranking	2.13707	iowa	2015_1q	SGDClassifier	0.79	0.78	0.78	0.78	0.78	10310
-2.22735	netde	2.13407	collins	2015_1q	SGDClassifier	0.79	0.78	0.78	0.78	0.78	10310
-2.18275	immigrationaction	2.06353	529plans	2015_1q	SGDClassifier	0.79	0.78	0.78	0.78	0.78	10310
-2.13814	enr	2.05834	county	2015_1q	SGDClassifier	0.79	0.78	0.78	0.78	0.78	10310
-2.11595	senatebudget	2.01321	sd	2015_1q	SGDClassifier	0.79	0.78	0.78	0.78	0.78	10310
-2.03329	gop	2.01248	inhofe	2015_1q	SGDClassifier	0.79	0.78	0.78	0.78	0.78	10310
-2.00566	highered	1.98916	smith	2015_1q	SGDClassifier	0.79	0.78	0.78	0.78	0.78	10310
-1.99968	confirmlynch	1.97464	co2	2015_1q	SGDClassifier	0.79	0.78	0.78	0.78	0.78	10310
-1.99006	mn	1.96722	regulations	2015_1q	SGDClassifier	0.79	0.78	0.78	0.78	0.78	10310
-1.98858	murkowski	1.93319	ia01	2015_1q	SGDClassifier	0.79	0.78	0.78	0.78	0.78	10310
-1.92671	wny	1.89888	mike	2015_1q	SGDClassifier	0.79	0.78	0.78	0.78	0.78	10310
-1.91785	peoplesbudget	1.88551	pa06	2015_1q	SGDClassifier	0.79	0.78	0.78	0.78	0.78	10310
-1.89421	nj	1.85775	west	2015_1q	SGDClassifier	0.79	0.78	0.78	0.78	0.78	10310
-1.87874	tpp	1.85746	sofla	2015_1q	SGDClassifier	0.79	0.78	0.78	0.78	0.78	10310
-1.87421	coons	1.83513	government	2015_1q	SGDClassifier	0.79	0.78	0.78	0.78	0.78	10310
-1.87116	ny	1.83311	balancedbudget	2015_1q	SGDClassifier	0.79	0.78	0.78	0.78	0.78	10310
-1.86189	actonclimate	1.80399	schoolchoice	2015_1q	SGDClassifier	0.79	0.78	0.78	0.78	0.78	10310
-1.83735	studentsuccessact	1.78474	atf	2015_1q	SGDClassifier	0.79	0.78	0.78	0.78	0.78	10310
-1.81701	freecommunitycollege	1.77629	washington	2015_1q	SGDClassifier	0.79	0.78	0.78	0.78	0.78	10310
-1.80306	askdems	1.77287	epa	2015_1q	SGDClassifier	0.79	0.78	0.78	0.78	0.78	10310
-1.80245	socialsecurity	1.75432	ur	2015_1q	SGDClassifier	0.79	0.78	0.78	0.78	0.78	10310
-1.80091	wv	1.74798	rural	2015_1q	SGDClassifier	0.79	0.78	0.78	0.78	0.78	10310
-1.79629	progress	1.74796	oh5	2015_1q	SGDClassifier	0.79	0.78	0.78	0.78	0.78	10310
-1.78865	md	1.74516	iran	2015_1q	SGDClassifier	0.79	0.78	0.78	0.78	0.78	10310
-1.78831	acaisworking	1.73849	americandreams	2015_1q	SGDClassifier	0.79	0.78	0.78	0.78	0.78	10310
-1.75172	netneutrality	1.73794	stmt	2015_1q	SGDClassifier	0.79	0.78	0.78	0.78	0.78	10310
